w,x,y,z
1.7609080450021999,2.9348411523586178,4.9595883506188105,-1.3746839761526095
-2.7847251062039,8.195342904006637,7.454652937520919,4.478021538012461
-1.85184673478568,2.4295650787710743,5.946718460830851,0.8635627640521123
2.864733386358097,7.811362520178408,7.295473506836778,3.197596314629861
2.7647838361238684,6.937541442126039,6.5900137160345995,1.413630238493771
0.33954995461261106,-0.7000286387849781,1.7523656087777095,0.7444890029951694
0.8765443289756352,0.14085038341468836,2.8279080045245797,1.8220578257256632
-1.3674419142403538,1.5610188429074185,4.321164481586486,-0.4799900420757204
2.7125465142770393,7.151443540577856,5.6621494503203404,0.38245021751562036
1.0186488379634397,1.11527892309098,4.424836211860086,-0.4342383294129195
1.0008479708325702,0.8400856895262627,4.342395646162564,0.1641918014680177
-2.933379999780463,8.975157223905548,6.711788768564341,2.3061829468676125
2.117819099098157,3.894062235967965,6.356669398127609,-1.370931522036234
1.6699573120812117,3.5449922969553964,5.241090116578355,-3.103775652616903
1.1095439814288408,0.28586303312081607,3.293115598137681,-0.603737551015431
1.4446908781175098,2.428066753672746,4.077398009470751,-0.9038503321977351
-2.0605654524097368,4.080539588398797,5.128700720453322,-3.8982447406771463
1.3126503170919,1.8404305118529687,4.254165704801435,0.3316349357722992
-2.4190895358407394,5.132768059604632,5.325994920143135,-2.714855543676376
1.241696688231805,0.9380136437355899,4.667491351583288,-1.128752706068713
-2.984209223246981,9.506993825463422,6.934067609967333,1.9639080501631
1.6572347247622856,3.6829500843967238,5.384267185916216,-2.2295657973505154
-0.05065689131076345,-0.3705855230442438,0.7649946232162215,1.144672172846057
-1.773678802212811,3.5305817247577,6.022582258281463,-0.30807140675234046
1.3754796866723709,2.6447226730404,4.599351956935456,-1.201681997132383
-1.106075209301035,2.012615695638023,3.2376114501568556,1.6793747384130921
2.302905539985071,4.473462348833487,6.816267155431034,-0.5683792616462706
-1.9185988486066679,2.759131108340596,5.852942922770977,-0.062021346663722055
2.6313039257161517,6.263421188618369,7.134523848203219,1.0630253182928777
2.82450088831897,8.734090274973477,7.6260519783401595,2.4331767585030155
-1.1730885356860152,0.5728303802240595,3.434193238317841,0.07700335980970296
2.174918398225805,4.572485288951206,5.3691855462752756,-3.0266576733238995
2.0530747132020597,5.130894838290724,4.858108648677639,-3.524632262982159
-0.4523237394323836,0.270927335200129,2.5335164766440483,2.2804906139099383
-0.8178935528832914,1.052704091749,4.3451569912283325,-0.09487733146236743
-1.3053751605897301,1.3350355718967897,3.733368595067354,0.29320219710350726
2.9594207067932743,9.131172775159971,6.827410671780393,1.8702449129651397
-1.465493838288602,2.816923533856605,4.093389536492344,-1.3829174159433275
2.524053586554733,5.407423062488195,6.900679337806798,-1.3190186939000408
-0.429988717441665,0.685178927017063,3.305785311606442,1.7453736841988925
2.6125620740484523,7.80320276856934,5.551950634979612,0.50258285324731
2.0330690051890965,4.6297008886202615,5.676310637564248,-3.2815110047336304
-2.065336046306923,3.826500968303523,5.227332916386629,-2.523341210193096
0.4457001261052991,0.7772072593132565,3.57537861804507,1.4588811354616469
1.0410180881141162,0.2901706729360538,4.968997013100624,-2.2172502612734712
-0.5650775640057293,0.2150997056944594,3.2347336525979955,-0.41372092350713185
-2.9707377331066405,9.642473685089772,7.841306069669475,1.2125936925913459
-1.0480120213862376,0.6855574937174267,3.7846210185488927,-0.4361856892804681
2.0336696878394918,3.7113630764098735,6.4999730808157805,-0.6577001456686291
-2.6230561186963834,6.14048054606709,6.347530621645886,0.49307926818647463
-2.367481521364097,4.643702669741053,5.626278276620469,-2.5086802180887533
1.210724079071495,1.8235238615233016,5.282972236910817,0.4449557391363632
0.08494960653712624,-0.5695273323490694,1.5342807333792432,0.40054612903012576
-0.010999050032926228,-0.46878570215392074,-0.450671405606124,-2.4017612705719906
-0.7583416864415637,0.5582284319557116,4.224162358681749,-0.22018232204228605
0.6210817000279141,-0.5075324316562754,3.555110062349686,-2.301281785595595
2.1088126012622306,4.595325798226402,6.01855425640662,-2.4304364322670144
-1.3384616611860436,1.0849367682765236,5.092425951567385,0.4098075090559994
2.0685681770618096,4.457585376959386,5.259885197196534,-4.186588513053134
-0.5002851085672901,0.6498019098960477,3.0302113291762334,0.7813621132135873
0.005904074363643375,-0.7952962842502569,0.9365902615223147,-0.7375859668983809
1.3777402714090812,1.7262802311015053,3.803314576764259,0.04205859864666284
-1.4476697549603563,2.4845480348824687,4.073787291627816,0.31857663587675544
2.5298215119368406,6.228355421312207,7.047056675221393,0.4831117537712901
1.2124167853730903,0.5698613793465923,4.641083701908978,-1.4685969427655592
0.7135825385849341,0.5809928512043422,3.44152821272172,-0.4276945881852058
